pokedex_number,name,primary_type,secondary_type,total,average,hp,attack,defense,sp_atk,sp_def,speed,generation,legendary,catch_rate,egg_group_1,egg_group_2,proportion_of_grass_moves,proportion_of_fire_moves,proportion_of_water_moves,proportion_of_bug_moves,proportion_of_normal_moves,proportion_of_dark_moves,proportion_of_poison_moves,proportion_of_electric_moves,proportion_of_ground_moves,proportion_of_ice_moves,proportion_of_fairy_moves,proportion_of_steel_moves,proportion_of_fighting_moves,proportion_of_psychic_moves,proportion_of_rock_moves,proportion_of_ghost_moves,proportion_of_dragon_moves,proportion_of_flying_moves,sum_moves
296,Makuhita,Fighting,,237,39.5,72,60,30,20,30,25,3,False,180,Human-Like,,0.0,0.0,0.0,0.0,35.29,5.88,0.0,0.0,5.88,0.0,0.0,5.88,47.06,0.0,0.0,0.0,0.0,0.0,17.0
297,Hariyama,Fighting,,474,79.0,144,120,60,40,60,50,3,False,200,Human-Like,,0.0,0.0,5.56,0.0,33.33,5.56,0.0,0.0,5.56,0.0,0.0,5.56,44.44,0.0,0.0,0.0,0.0,0.0,18.0
298,Azurill,Normal,Fairy,190,31.67,50,20,40,20,40,20,3,False,150,,,0.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,8.0
299,Nosepass,Rock,,375,62.5,30,45,135,45,90,30,3,False,255,Mineral,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,6.25,0.0,0.0,0.0,0.0,6.25,37.5,0.0,0.0,0.0,16.0
300,Skitty,Normal,,260,43.33,50,45,45,35,35,50,3,False,255,Field,Fairy,0.0,0.0,0.0,0.0,70.59,5.88,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
301,Delcatty,Normal,,400,66.67,70,65,65,55,55,90,3,False,60,Field,Fairy,0.0,0.0,0.0,0.0,70.59,5.88,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
302,Sableye,Dark,Ghost,380,63.33,50,75,75,65,65,50,3,False,45,Human-Like,,0.0,0.0,0.0,0.0,33.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,5.56,5.56,5.56,33.33,0.0,0.0,18.0
303,Mawile,Steel,Fairy,380,63.33,50,85,85,55,55,50,3,False,45,Field,Fairy,0.0,0.0,0.0,0.0,37.5,31.25,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,6.25,0.0,0.0,16.0
304,Aron,Steel,Rock,330,55.0,50,70,100,40,40,30,3,False,180,Monster,,0.0,0.0,0.0,0.0,41.18,0.0,0.0,0.0,0.0,0.0,0.0,47.06,0.0,0.0,11.76,0.0,0.0,0.0,17.0
305,Lairon,Steel,Rock,430,71.67,60,90,140,50,50,40,3,False,90,Monster,,0.0,0.0,0.0,0.0,41.18,0.0,0.0,0.0,0.0,0.0,0.0,47.06,0.0,0.0,11.76,0.0,0.0,0.0,17.0
306,Aggron,Steel,Rock,530,88.33,70,110,180,60,60,50,3,False,45,Monster,,0.0,0.0,0.0,0.0,41.18,0.0,0.0,0.0,0.0,0.0,0.0,47.06,0.0,0.0,11.76,0.0,0.0,0.0,17.0
307,Meditite,Fighting,Psychic,280,46.67,30,40,55,40,55,60,3,False,180,Human-Like,,0.0,0.0,0.0,0.0,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29,23.53,0.0,0.0,0.0,0.0,17.0
308,Medicham,Fighting,Psychic,410,68.33,60,60,75,60,75,80,3,False,90,Human-Like,,0.0,4.76,0.0,0.0,33.33,0.0,0.0,4.76,0.0,4.76,0.0,0.0,28.57,23.81,0.0,0.0,0.0,0.0,21.0
309,Electrike,Electric,,295,49.17,40,45,40,65,40,65,3,False,120,Field,,0.0,0.0,0.0,0.0,38.46,7.69,0.0,53.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
310,Manectric,Electric,,475,79.17,70,75,60,105,60,105,3,False,45,Field,,0.0,6.67,0.0,0.0,33.33,6.67,0.0,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
311,Plusle,Electric,,405,67.5,60,50,40,85,75,95,3,False,200,Fairy,,0.0,0.0,0.0,0.0,47.62,4.76,0.0,33.33,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,0.0,0.0,21.0
312,Minun,Electric,,405,67.5,60,40,50,75,85,95,3,False,200,Fairy,,0.0,0.0,0.0,0.0,47.62,14.29,0.0,33.33,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,21.0
313,Volbeat,Bug,,430,71.67,65,73,75,47,85,85,3,False,150,Bug,Human-Like,0.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,6.25,0.0,6.25,0.0,0.0,16.0
314,Illumise,Bug,,430,71.67,65,47,75,73,85,85,3,False,150,Bug,Human-Like,0.0,0.0,0.0,18.75,50.0,6.25,0.0,0.0,0.0,0.0,18.75,0.0,0.0,6.25,0.0,0.0,0.0,0.0,16.0
315,Roselia,Grass,Poison,400,66.67,50,60,45,100,80,65,3,False,150,Fairy,Grass,70.59,0.0,0.0,0.0,11.76,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
316,Gulpin,Poison,,302,50.33,70,43,53,43,53,40,3,False,225,Amorphous,,0.0,0.0,0.0,0.0,43.75,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,16.0
317,Swalot,Poison,,467,77.83,100,73,83,73,83,55,3,False,75,Amorphous,,0.0,0.0,0.0,0.0,44.44,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,18.0
318,Carvanha,Water,Dark,305,50.83,45,90,20,65,20,65,3,False,225,Water 2,,0.0,0.0,15.38,0.0,46.15,15.38,7.69,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,13.0
319,Sharpedo,Water,Dark,460,76.67,70,120,40,95,40,95,3,False,60,Water 2,,0.0,0.0,13.33,0.0,46.67,20.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,15.0
320,Wailmer,Water,,400,66.67,130,70,35,70,35,60,3,False,125,Field,Water 2,0.0,0.0,43.75,0.0,18.75,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,12.5,0.0,6.25,0.0,6.25,16.0
321,Wailord,Water,,500,83.33,170,90,45,90,45,60,3,False,60,Field,Water 2,0.0,0.0,44.44,0.0,22.22,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0.0,11.11,0.0,5.56,0.0,5.56,18.0
322,Numel,Fire,Ground,305,50.83,60,60,40,65,45,35,3,False,255,Field,,0.0,26.67,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,15.0
323,Camerupt,Fire,Ground,460,76.67,70,100,70,105,75,40,3,False,150,Field,,0.0,27.78,0.0,0.0,33.33,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,5.56,5.56,5.56,0.0,0.0,18.0
324,Torkoal,Fire,,470,78.33,70,85,140,85,70,20,3,False,90,Field,,0.0,38.89,5.56,0.0,27.78,0.0,11.11,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0.0,5.56,0.0,0.0,18.0
325,Spoink,Psychic,,330,55.0,60,25,35,70,80,60,3,False,255,Field,,0.0,0.0,0.0,0.0,26.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.67,6.67,6.67,0.0,6.67,15.0
326,Grumpig,Psychic,,470,78.33,80,45,65,90,110,80,3,False,60,Field,,0.0,0.0,0.0,0.0,29.41,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,41.18,5.88,5.88,0.0,5.88,17.0
327,Spinda,Normal,,360,60.0,60,60,60,60,60,60,3,False,255,Field,Human-Like,0.0,0.0,0.0,0.0,75.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,12.0
328,Trapinch,Ground,,290,48.33,45,100,45,45,45,10,3,False,255,Bug,Dragon,0.0,0.0,0.0,0.0,7.14,14.29,0.0,0.0,57.14,0.0,0.0,0.0,7.14,0.0,7.14,7.14,0.0,0.0,14.0
329,Vibrava,Ground,Dragon,340,56.67,50,70,50,50,50,70,3,False,120,Bug,Dragon,0.0,0.0,0.0,4.55,22.73,9.09,0.0,0.0,36.36,0.0,0.0,0.0,4.55,0.0,4.55,4.55,13.64,0.0,22.0
330,Flygon,Ground,Dragon,520,86.67,80,100,80,80,80,100,3,False,45,Bug,Dragon,0.0,0.0,0.0,4.0,24.0,8.0,0.0,0.0,32.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,20.0,0.0,25.0
331,Cacnea,Grass,,335,55.83,50,85,40,85,40,35,3,False,190,Grass,Human-Like,29.41,0.0,0.0,5.88,11.76,17.65,11.76,0.0,11.76,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,17.0
332,Cacturne,Grass,Dark,475,79.17,70,115,60,115,60,55,3,False,60,Grass,Human-Like,31.58,0.0,0.0,5.26,10.53,15.79,10.53,0.0,10.53,0.0,0.0,0.0,5.26,0.0,5.26,5.26,0.0,0.0,19.0
333,Swablu,Normal,Flying,310,51.67,45,40,60,40,75,50,3,False,255,Flying,Dragon,7.69,0.0,0.0,0.0,53.85,0.0,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0,7.69,7.69,13.0
334,Altaria,Dragon,Flying,490,81.67,75,70,90,70,105,80,3,False,45,Flying,Dragon,6.25,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,6.25,12.5,0.0,0.0,0.0,0.0,0.0,12.5,18.75,16.0
335,Zangoose,Normal,,458,76.33,73,115,60,60,60,90,3,False,90,Field,,0.0,0.0,0.0,12.5,50.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,6.25,16.0
336,Seviper,Poison,,458,76.33,73,100,60,100,60,65,3,False,90,Field,Dragon,0.0,0.0,0.0,0.0,30.0,15.0,45.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0
337,Lunatone,Rock,Psychic,460,76.67,90,55,65,95,85,70,3,False,45,Mineral,,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,43.75,25.0,0.0,0.0,0.0,16.0
338,Solrock,Rock,Psychic,460,76.67,90,95,85,55,65,70,3,False,45,Mineral,,6.25,6.25,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,0.0,16.0
339,Barboach,Water,Ground,288,48.0,50,48,43,46,41,60,3,False,190,Water 2,,0.0,0.0,36.36,0.0,9.09,0.0,0.0,0.0,27.27,0.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0,0.0,11.0
340,Whiscash,Water,Ground,468,78.0,110,78,73,76,71,60,3,False,75,Water 2,,0.0,0.0,26.67,0.0,20.0,0.0,6.67,0.0,20.0,0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,15.0
341,Corphish,Water,,308,51.33,43,80,65,50,35,35,3,False,205,Water 1,Water 3,0.0,0.0,26.67,0.0,46.67,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
342,Crawdaunt,Water,Dark,468,78.0,63,120,85,90,55,55,3,False,155,Water 1,Water 3,0.0,0.0,25.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
343,Baltoy,Ground,Psychic,300,50.0,40,40,55,40,70,55,3,False,255,Mineral,,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,47.06,17.65,0.0,0.0,0.0,17.0
344,Claydol,Ground,Psychic,500,83.33,60,70,105,70,120,75,3,False,90,Mineral,,0.0,0.0,0.0,0.0,26.32,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0,47.37,15.79,0.0,0.0,0.0,19.0
345,Lileep,Rock,Grass,355,59.17,66,41,77,61,87,23,3,False,45,Water 3,,26.67,0.0,6.67,0.0,26.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,13.33,0.0,0.0,15.0
346,Cradily,Rock,Grass,495,82.5,86,81,97,81,107,43,3,False,45,Water 3,,31.25,0.0,6.25,0.0,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,0.0,0.0,16.0
347,Anorith,Rock,Bug,355,59.17,45,95,50,40,50,75,3,False,45,Water 3,,0.0,0.0,15.38,23.08,30.77,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,23.08,0.0,0.0,0.0,13.0
348,Armaldo,Rock,Bug,495,82.5,75,125,100,70,80,45,3,False,45,Water 3,,0.0,0.0,15.38,23.08,30.77,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,23.08,0.0,0.0,0.0,13.0
349,Feebas,Water,,200,33.33,20,15,20,10,55,80,3,False,255,Water 1,Dragon,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
350,Milotic,Water,,540,90.0,95,60,79,100,125,81,3,False,60,Water 1,Dragon,0.0,0.0,42.11,0.0,36.84,0.0,5.26,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,10.53,0.0,19.0
351,Castform,Normal,,420,70.0,70,70,70,70,70,70,3,False,45,Fairy,Amorphous,0.0,23.08,23.08,0.0,23.08,0.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,13.0
352,Kecleon,Normal,,440,73.33,60,90,70,60,120,40,3,False,200,Field,,0.0,0.0,0.0,0.0,47.37,15.79,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,5.26,21.05,0.0,0.0,19.0
353,Shuppet,Ghost,,295,49.17,44,75,35,63,33,45,3,False,225,Amorphous,,0.0,6.67,0.0,0.0,13.33,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,53.33,0.0,0.0,15.0
354,Banette,Ghost,,455,75.83,64,115,65,83,63,65,3,False,45,Amorphous,,0.0,6.67,0.0,0.0,13.33,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,53.33,0.0,0.0,15.0
355,Duskull,Ghost,,295,49.17,20,40,90,30,90,25,3,False,190,Amorphous,,0.0,7.69,0.0,0.0,23.08,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,53.85,0.0,0.0,13.0
356,Dusclops,Ghost,,455,75.83,40,70,130,60,130,25,3,False,90,Amorphous,,0.0,10.53,0.0,0.0,21.05,5.26,0.0,5.26,0.0,5.26,0.0,0.0,0.0,10.53,0.0,42.11,0.0,0.0,19.0
357,Tropius,Grass,Flying,460,76.67,99,68,83,72,87,51,3,False,200,Monster,Grass,37.5,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,16.0
358,Chimecho,Psychic,,455,75.83,75,50,80,95,90,65,3,False,45,Amorphous,,0.0,0.0,0.0,0.0,58.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29,0.0,5.88,0.0,0.0,17.0
359,Absol,Dark,,465,77.5,65,130,60,75,60,75,3,False,30,Field,,0.0,0.0,0.0,0.0,53.85,30.77,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,13.0
360,Wynaut,Psychic,,260,43.33,95,23,48,23,48,23,3,False,125,,,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,25.0,0.0,12.5,0.0,0.0,8.0
361,Snorunt,Ice,,300,50.0,50,50,50,50,50,50,3,False,190,Fairy,Mineral,0.0,0.0,0.0,0.0,28.57,14.29,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,14.0
362,Glalie,Ice,,480,80.0,80,80,80,80,80,80,3,False,75,Fairy,Mineral,0.0,0.0,0.0,0.0,25.0,12.5,0.0,0.0,0.0,56.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,16.0
363,Spheal,Ice,Water,290,48.33,70,40,50,55,50,25,3,False,255,Water 1,Field,0.0,0.0,20.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,15.0
364,Sealeo,Ice,Water,410,68.33,90,60,70,75,70,45,3,False,120,Water 1,Field,0.0,0.0,18.75,0.0,37.5,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,16.0
365,Walrein,Ice,Water,530,88.33,110,80,90,95,90,65,3,False,45,Water 1,Field,0.0,0.0,16.67,0.0,33.33,5.56,0.0,0.0,0.0,33.33,0.0,0.0,0.0,5.56,5.56,0.0,0.0,0.0,18.0
366,Clamperl,Water,,345,57.5,35,64,85,74,55,32,3,False,255,Water 1,,0.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
367,Huntail,Water,,485,80.83,55,104,105,94,75,52,3,False,60,Water 1,,0.0,0.0,44.44,0.0,22.22,16.67,5.56,0.0,0.0,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,18.0
368,Gorebyss,Water,,485,80.83,55,84,105,114,75,52,3,False,60,Water 1,,0.0,0.0,44.44,0.0,16.67,0.0,5.56,0.0,0.0,0.0,5.56,5.56,0.0,22.22,0.0,0.0,0.0,0.0,18.0
369,Relicanth,Water,Rock,485,80.83,100,90,130,45,65,55,3,False,25,Water 1,Water 2,0.0,0.0,30.77,0.0,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,13.0
370,Luvdisc,Water,,330,55.0,43,30,55,40,65,97,3,False,225,Water 2,,0.0,0.0,35.29,0.0,35.29,0.0,0.0,0.0,0.0,0.0,23.53,0.0,0.0,5.88,0.0,0.0,0.0,0.0,17.0
371,Bagon,Dragon,,300,50.0,45,75,60,40,30,50,3,False,45,Dragon,,0.0,15.38,0.0,0.0,38.46,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,23.08,0.0,13.0
372,Shelgon,Dragon,,420,70.0,65,95,100,60,50,50,3,False,45,Dragon,,0.0,14.29,0.0,0.0,42.86,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,21.43,0.0,14.0
373,Salamence,Dragon,Flying,600,100.0,95,135,80,110,80,100,3,False,45,Dragon,,0.0,12.5,0.0,0.0,37.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,25.0,6.25,16.0
374,Beldum,Steel,Psychic,300,50.0,40,55,80,35,60,30,3,False,3,Mineral,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
375,Metang,Steel,Psychic,420,70.0,60,75,100,55,80,50,3,False,3,Mineral,,0.0,0.0,0.0,0.0,28.57,0.0,0.0,7.14,0.0,0.0,0.0,35.71,0.0,28.57,0.0,0.0,0.0,0.0,14.0
376,Metagross,Steel,Psychic,600,100.0,80,135,130,95,90,70,3,False,3,Mineral,,0.0,0.0,0.0,0.0,26.67,0.0,0.0,6.67,0.0,0.0,0.0,33.33,6.67,26.67,0.0,0.0,0.0,0.0,15.0
377,Regirock,Rock,,580,96.67,80,100,200,50,100,50,3,True,3,,,0.0,0.0,0.0,0.0,26.67,0.0,0.0,13.33,6.67,0.0,0.0,6.67,13.33,0.0,26.67,6.67,0.0,0.0,15.0
378,Regice,Ice,,580,96.67,80,50,100,100,200,50,3,True,3,,,0.0,0.0,0.0,0.0,26.67,0.0,0.0,13.33,6.67,20.0,0.0,0.0,13.33,6.67,6.67,6.67,0.0,0.0,15.0
379,Registeel,Steel,,580,96.67,80,75,150,75,150,50,3,True,3,,,0.0,0.0,0.0,0.0,23.53,0.0,0.0,11.76,5.88,0.0,0.0,29.41,11.76,5.88,5.88,5.88,0.0,0.0,17.0
380,Latias,Dragon,Psychic,600,100.0,80,80,90,110,130,110,3,True,3,,,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,52.94,0.0,0.0,11.76,5.88,17.0
381,Latios,Dragon,Psychic,600,100.0,80,90,80,130,110,110,3,True,3,,,0.0,0.0,0.0,0.0,17.65,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94,0.0,0.0,17.65,5.88,17.0
382,Kyogre,Water,,670,111.67,100,100,90,150,140,90,3,True,3,,,0.0,0.0,50.0,0.0,21.43,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,14.0
383,Groudon,Ground,,670,111.67,100,150,140,100,90,90,3,True,3,,,7.14,21.43,0.0,0.0,7.14,0.0,0.0,0.0,35.71,0.0,0.0,0.0,14.29,7.14,7.14,0.0,0.0,0.0,14.0
384,Rayquaza,Dragon,Flying,680,113.33,105,150,90,150,90,95,3,True,45,,,0.0,0.0,0.0,0.0,26.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0,26.67,26.67,15.0
385,Jirachi,Steel,Psychic,600,100.0,100,100,100,100,100,100,3,True,3,,,0.0,0.0,6.25,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,50.0,0.0,0.0,0.0,0.0,16.0
386,Deoxys Normal Forme,Psychic,,600,100.0,50,150,50,150,50,150,3,True,3,,,0.0,0.0,0.0,0.0,28.57,14.29,7.14,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,7.14,0.0,0.0,14.0
387,Turtwig,Grass,,318,53.0,55,68,64,45,55,31,4,False,45,Monster,Grass,53.85,0.0,7.69,0.0,15.38,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,13.0
388,Grotle,Grass,,405,67.5,75,89,85,55,65,36,4,False,45,Monster,Grass,57.14,0.0,7.14,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,14.0
389,Torterra,Grass,Ground,525,87.5,95,109,105,75,85,56,4,False,45,Monster,Grass,56.25,0.0,6.25,0.0,12.5,12.5,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,16.0
390,Chimchar,Fire,,309,51.5,44,58,44,58,44,61,4,False,45,Field,Human-Like,0.0,28.57,0.0,0.0,35.71,21.43,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,14.0
391,Monferno,Fire,Fighting,405,67.5,64,78,52,78,52,81,4,False,45,Field,Human-Like,0.0,27.78,0.0,0.0,33.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,5.56,18.0
392,Infernape,Fire,Fighting,534,89.0,76,104,71,104,71,108,4,False,45,Field,Human-Like,0.0,25.0,0.0,5.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,5.0,20.0
393,Piplup,Water,,314,52.33,53,51,53,61,56,40,4,False,45,Water 1,Field,0.0,0.0,38.46,0.0,30.77,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,15.38,13.0
394,Prinplup,Water,,405,67.5,64,66,68,81,76,50,4,False,45,Water 1,Field,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,6.67,6.67,6.67,0.0,0.0,0.0,0.0,0.0,13.33,15.0
395,Empoleon,Water,Steel,530,88.33,84,86,88,111,101,60,4,False,45,Water 1,Field,0.0,0.0,35.29,0.0,35.29,0.0,0.0,0.0,0.0,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,11.76,17.0
396,Starly,Normal,Flying,245,40.83,40,55,30,30,30,60,4,False,255,Flying,,0.0,0.0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,25.0,12.0
397,Staravia,Normal,Flying,340,56.67,55,75,50,40,40,80,4,False,120,Flying,,0.0,0.0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,25.0,12.0
398,Staraptor,Normal,Flying,485,80.83,85,120,70,50,60,100,4,False,45,Flying,,0.0,0.0,0.0,0.0,53.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,0.0,23.08,13.0
399,Bidoof,Normal,,250,41.67,59,45,40,35,40,31,4,False,255,Water 1,Field,0.0,0.0,0.0,0.0,57.14,14.29,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,7.14,7.14,0.0,0.0,14.0
400,Bibarel,Normal,Water,410,68.33,79,85,60,55,60,71,4,False,127,Water 1,Field,0.0,0.0,12.5,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,6.25,0.0,0.0,16.0
401,Kricketot,Bug,,194,32.33,37,25,41,25,41,25,4,False,255,Bug,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
402,Kricketune,Bug,,384,64.0,77,85,51,55,51,65,4,False,45,Bug,,5.88,0.0,0.0,41.18,41.18,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
403,Shinx,Electric,,263,43.83,45,65,34,40,34,45,4,False,235,Field,,0.0,0.0,0.0,0.0,35.71,14.29,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
404,Luxio,Electric,,363,60.5,60,85,49,60,49,60,4,False,120,Field,,0.0,0.0,0.0,0.0,35.71,14.29,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
405,Luxray,Electric,,523,87.17,80,120,79,95,79,70,4,False,45,Field,,0.0,0.0,0.0,0.0,33.33,13.33,0.0,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
406,Budew,Grass,Poison,280,46.67,40,30,35,50,70,55,4,False,255,,,75.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
407,Roserade,Grass,Poison,515,85.83,60,70,65,125,105,90,4,False,75,Fairy,Grass,68.42,0.0,0.0,0.0,10.53,0.0,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
408,Cranidos,Rock,,350,58.33,67,125,40,30,30,58,4,False,45,Monster,,0.0,0.0,0.0,0.0,58.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,25.0,0.0,0.0,0.0,12.0
